similarity,sentence1,sentence2
0,baby wearing bib makes funny face camera,baby spits bib
1,baby wearing bib makes funny face camera,baby girl bib makes funny face moms camera
2,brunette baby wearing red gray striped shirt jeans bib fruit characters sitting decorative blanket,fruit characters decorate childs bib
0,brunette baby wearing red gray striped shirt jeans bib fruit characters sitting decorative blanket,child secretly 50 year old man
1,brunette baby wearing red gray striped shirt jeans bib fruit characters sitting decorative blanket,child picnic
1,two power walkers walking beside one another race,two people park walking
0,two power walkers walking beside one another race,two people driving cars
2,two power walkers walking beside one another race,two people race
0,girl wearing makeup playing bass,girl playing violin
1,girl wearing makeup playing bass,girl loves get made
2,girl wearing makeup playing bass,girl musical
2,person climbing cliff wall overlooks water,person climbing
1,person climbing cliff wall overlooks water,man climbing
0,person climbing cliff wall overlooks water,person walking beach
0,middleaged man bicycle race trying hardest sand surrounded watching crowd,small girl bounces pogo stick
1,middleaged man bicycle race trying hardest sand surrounded watching crowd,man bicycle struggles comes end race
2,middleaged man bicycle race trying hardest sand surrounded watching crowd,man riding bicycle
0,man bike bike clothing helmet trouble maneuvering sand beach,man sailing boat
2,man bike bike clothing helmet trouble maneuvering sand beach,man riding bike sand
1,man bike bike clothing helmet trouble maneuvering sand beach,man riding bike race
0,person wearing helmet protective clothing riding fourwheeled vehicle,person riding bicycle
1,person wearing helmet protective clothing riding fourwheeled vehicle,person wearing black
2,person wearing helmet protective clothing riding fourwheeled vehicle,person helmet
1,heated hockey match goal line,stanley cup 2013
0,heated hockey match goal line,tiger woods gets hole one
1,three hockey players middle play,players playing championship
0,three hockey players middle play,bird red
2,three hockey players middle play,players playing game
0,infant crib crying,puppy eating food
1,infant crib crying,baby crying mother
2,infant crib crying,baby unhappy
0,two children run street sidewalk near building,children inside
2,two children run street sidewalk near building,children outside
1,two children run street sidewalk near building,children going home
2,large man dressed black street corner red brick building,man street corner
0,large man dressed black street corner red brick building,man got shot street corner
1,large man dressed black street corner red brick building,man waiting boss street corner
2,two men animal print pants sleep white bed,two men inside
1,two men animal print pants sleep white bed,two guys exhausted making love
0,two men animal print pants sleep white bed,woman watches tv
0,woman orange shirt enjoying food public setting,lady ice skating
1,woman orange shirt enjoying food public setting,lady orange shirt eating lunch
2,woman orange shirt enjoying food public setting,lady orange shirt eating
1,two dogs biting playfully jumping,two dogs playing outdoors
0,two dogs biting playfully jumping,two dogs biting fighting growling
2,two dogs biting playfully jumping,two dogs playing
2,audience cheers concert,audience making noise concert
1,audience cheers concert,audience making noise weezer concert
0,audience cheers concert,audience sitting room quietly listening poetry
2,lady vendor selling goods one man standing post two men wholesale store,woman three men
1,lady vendor selling goods one man standing post two men wholesale store,woman selling roses police officer two men shopping wholesale store
0,lady vendor selling goods one man standing post two men wholesale store,dog sits alone next swimming pool
2,guy tries climb stone cliff friend helps,person helping pull someone else cliff
2,guy tries climb stone cliff friend helps,two people climbing cliff
0,guy tries climb stone cliff friend helps,two men standing beach looking cliff
0,girl dressed pink shirt jeans flipflops sitting playing lollipop machine,nobody shirt
1,girl dressed pink shirt jeans flipflops sitting playing lollipop machine,funny person shirt
1,girl dressed pink shirt jeans flipflops sitting playing lollipop machine,person shirt
2,group people sit campfire,people around fire
0,group people sit campfire,elephant sits dog
1,group people sit campfire,making smores
1,boy basketballs glowers camera,boy doesnt like playing basketball
0,boy basketballs glowers camera,boy smiling
2,boy basketballs glowers camera,boy scowls
1,man wearing blue hat blue shirt selling bananas wheel cart street,arms dealer selling wares outside police station cleverly disguising assault rifles ordinary bananas
2,man wearing blue hat blue shirt selling bananas wheel cart street,vendor selling bananas
1,man wearing blue hat blue shirt selling bananas wheel cart street,fruit vendor selling wares sunny day
1,waitress pink shirt black pants walking restaurant carrying bowls soup,tall person pants
0,waitress pink shirt black pants walking restaurant carrying bowls soup,nobody pants
