similarity,sentence1,sentence2
contradiction,Two men dressed in blue uniforms wearing headphones are standing with their arms behind their back while a man dressed in a brown camouflage uniform with a leashed dog looks over his right shoulder at several parked vehicles.,A man is walking a cat.
entailment,Two men dressed in blue uniforms wearing headphones are standing with their arms behind their back while a man dressed in a brown camouflage uniform with a leashed dog looks over his right shoulder at several parked vehicles.,A man is walking a dog.
entailment,Two men dressed in blue uniforms wearing headphones are standing with their arms behind their back while a man dressed in a brown camouflage uniform with a leashed dog looks over his right shoulder at several parked vehicles.,There are three men and a dog.
neutral,Two men dressed in blue uniforms wearing headphones are standing with their arms behind their back while a man dressed in a brown camouflage uniform with a leashed dog looks over his right shoulder at several parked vehicles.,The two men are being inspected by the other man.
entailment,Two men stand guard as one man walks a dog.,There are three men
neutral,Two men stand guard as one man walks a dog.,The dog is stolen
contradiction,Two men stand guard as one man walks a dog.,The man is alone
neutral,The Army also trained their man and also the man best friend.,The army train these people for war.
contradiction,The Army also trained their man and also the man best friend.,The army train these people to sing.
entailment,The Army also trained their man and also the man best friend.,The army trains these people.
neutral,Two women dressed in all white and wearing high heels are walking on the street.,The women are going to work
entailment,Two women dressed in all white and wearing high heels are walking on the street.,Women are walking
contradiction,Two women dressed in all white and wearing high heels are walking on the street.,The women are dressed in black
contradiction,The back of two skinny models wearing white t-shirts and short shorts with high heels on passing by the camera equipment,The models are are wearing sneakers.
neutral,The back of two skinny models wearing white t-shirts and short shorts with high heels on passing by the camera equipment,The models are being paid well for the shoot.
entailment,The back of two skinny models wearing white t-shirts and short shorts with high heels on passing by the camera equipment,The models are in the middle of a photoshoot.
contradiction,two women wearing white prepare to do some type of videography.,two men wearing white prepare to do some type of videography.
neutral,two women wearing white prepare to do some type of videography.,two sad women wearing white prepare to do some type of videography.
entailment,two women wearing white prepare to do some type of videography.,two person wearing white prepare to do some type of videography.
neutral,The girls look sexy walking in their white shorts and high heels.,Young girls walking in the mall.
contradiction,The girls look sexy walking in their white shorts and high heels.,Boys playing in the park.
entailment,The girls look sexy walking in their white shorts and high heels.,People walking in high heels.
contradiction,A man in blue overalls plays the guitar.,The man is wearing red pants.
neutral,A man in blue overalls plays the guitar.,The man is playing in a band.
entailment,A man in blue overalls plays the guitar.,The man is playing an instrument.
contradiction,A group of people are walking while holding numerous baskets and rugs.,Two dogs play on a rug in the living room.
entailment,A group of people are walking while holding numerous baskets and rugs.,A crowd of people walking and holding things.
neutral,A group of people are walking while holding numerous baskets and rugs.,A group of women carry woven baskets and large red rugs as they walk down a street.
