similarity,sentence1,sentence2
1,man white shirt tie walking across street,man wearing uniform walks busy street
2,man white shirt tie walking across street,man walks outside
0,man white shirt tie walking across street,woman walks across street
0,man walks across road tie flipped shoulder,woman walks across road tie flipped shoulder
1,man walks across road tie flipped shoulder,man walks across busy road tie flipped shoulder
2,man walks across road tie flipped shoulder,man walks across street tie blowing wind
0,older man nice dress shirt tie shoulder walking across street downtown,man sitting cafe town
1,older man nice dress shirt tie shoulder walking across street downtown,man walking across street downtown get favorite shop
2,older man nice dress shirt tie shoulder walking across street downtown,man walking across street downtown
1,two women colorful hats sit field,women friends
2,two women colorful hats sit field,two women sitting
0,two women colorful hats sit field,women standing
2,man suit holding frying pan,man cooking
1,man suit holding frying pan,man cooking work
0,man suit holding frying pan,man juggling
1,well dressed man holds skillet public,man cooking street
2,well dressed man holds skillet public,man dresses well
0,well dressed man holds skillet public,man getting plane
2,man gray suit purple tie flipping pancake middle sidewalk,person flipping food
1,man gray suit purple tie flipping pancake middle sidewalk,person works ihop
0,man gray suit purple tie flipping pancake middle sidewalk,person wearing yellow suit
1,white man black hair dressed nicely gray dress pants blazer purple tie stands street front garage flipping pancake captured midair,pancake seller flipping pancakes customers
1,white man black hair dressed nicely gray dress pants blazer purple tie stands street front garage flipping pancake captured midair,man hasnt flipped pancakes years surprised still
0,white man black hair dressed nicely gray dress pants blazer purple tie stands street front garage flipping pancake captured midair,man kitchen frying eggs stove
1,white man black hair dressed nicely gray dress pants blazer purple tie stands street front garage flipping pancake captured midair,man cooking breakfast others neighborhood
1,white man black hair dressed nicely gray dress pants blazer purple tie stands street front garage flipping pancake captured midair,man going work
0,white man black hair dressed nicely gray dress pants blazer purple tie stands street front garage flipping pancake captured midair,guy painting house
2,white man black hair dressed nicely gray dress pants blazer purple tie stands street front garage flipping pancake captured midair,man flipping pancake
2,white man black hair dressed nicely gray dress pants blazer purple tie stands street front garage flipping pancake captured midair,black haired male stands street flipping pankcake
2,white man black hair dressed nicely gray dress pants blazer purple tie stands street front garage flipping pancake captured midair,man dressed nicely
0,white man black hair dressed nicely gray dress pants blazer purple tie stands street front garage flipping pancake captured midair,man pouring pancake batter naked body
1,white man black hair dressed nicely gray dress pants blazer purple tie stands street front garage flipping pancake captured midair,guy cooking pancakes family
2,white man black hair dressed nicely gray dress pants blazer purple tie stands street front garage flipping pancake captured midair,man cooking pancakes driveway
0,white man black hair dressed nicely gray dress pants blazer purple tie stands street front garage flipping pancake captured midair,man cooking kitchen kids watch
2,white man black hair dressed nicely gray dress pants blazer purple tie stands street front garage flipping pancake captured midair,guy cooking pancakes garage
0,white man black hair dressed nicely gray dress pants blazer purple tie stands street front garage flipping pancake captured midair,dark haired man chasing lions lawn
2,welldressed darkhaired gentleman wearing gray suit jacket gray trousers black sweater lavender tie mustache goatee holding frying pan standing sidewalk front rollopen garagetype door,well dressed man standing front garage door
1,welldressed darkhaired gentleman wearing gray suit jacket gray trousers black sweater lavender tie mustache goatee holding frying pan standing sidewalk front rollopen garagetype door,man stands front garage waiting open
0,welldressed darkhaired gentleman wearing gray suit jacket gray trousers black sweater lavender tie mustache goatee holding frying pan standing sidewalk front rollopen garagetype door,man running marathon
1,welldressed darkhaired gentleman wearing gray suit jacket gray trousers black sweater lavender tie mustache goatee holding frying pan standing sidewalk front rollopen garagetype door,gentleman happily standing sidewalk
0,welldressed darkhaired gentleman wearing gray suit jacket gray trousers black sweater lavender tie mustache goatee holding frying pan standing sidewalk front rollopen garagetype door,woman cooking kitchen
2,welldressed darkhaired gentleman wearing gray suit jacket gray trousers black sweater lavender tie mustache goatee holding frying pan standing sidewalk front rollopen garagetype door,man holding frying pan
0,welldressed darkhaired gentleman wearing gray suit jacket gray trousers black sweater lavender tie mustache goatee holding frying pan standing sidewalk front rollopen garagetype door,man church
0,welldressed darkhaired gentleman wearing gray suit jacket gray trousers black sweater lavender tie mustache goatee holding frying pan standing sidewalk front rollopen garagetype door,woman wearing red jacket standing front garage door
0,welldressed darkhaired gentleman wearing gray suit jacket gray trousers black sweater lavender tie mustache goatee holding frying pan standing sidewalk front rollopen garagetype door,man holding boombox
1,welldressed darkhaired gentleman wearing gray suit jacket gray trousers black sweater lavender tie mustache goatee holding frying pan standing sidewalk front rollopen garagetype door,well dressed man looking items garage sale buying frying pan
